-209.572836,448.999988,215.655302,monalisa,240,330,-140,450,183,13:58:37:266
-208.675984,449.000003,215.410421,monalisa,240,330,-140,450,183,13:58:37:336
-208.634348,449.000001,213.794336,monalisa,240,330,-140,450,183,13:58:37:359
-208.216416,448.999988,214.252498,monalisa,240,330,-140,450,183,13:58:37:387
-208.555111,449.000015,214.591327,monalisa,240,330,-140,450,183,13:58:37:413
-208.958052,448.999995,215.18753,monalisa,240,330,-140,450,183,13:58:37:442
-208.786052,449.000013,215.013841,monalisa,240,330,-140,450,183,13:58:37:471
-208.263376,449.000004,213.503964,monalisa,240,330,-140,450,183,13:58:37:498
-207.627541,449.00002,213.031284,monalisa,240,330,-140,450,183,13:58:37:528
-206.337692,448.999993,213.180188,monalisa,240,330,-140,450,183,13:58:37:554
-205.781215,448.999991,212.599548,monalisa,240,330,-140,450,183,13:58:37:584
-205.918308,448.999992,212.756253,monalisa,240,330,-140,450,183,13:58:37:610
-206.891171,449.000012,212.460476,monalisa,240,330,-140,450,183,13:58:37:628
-207.222484,449.0,211.958933,monalisa,240,330,-140,450,183,13:58:37:655
-207.298789,448.999984,212.195245,monalisa,240,330,-140,450,183,13:58:37:682
-206.502354,449.000016,212.930926,monalisa,240,330,-140,450,183,13:58:37:709
-206.890589,449.000004,213.601723,monalisa,240,330,-140,450,183,13:58:37:735
-207.114402,449.000019,214.49778,monalisa,240,330,-140,450,183,13:58:37:763
-207.514896,449.000005,214.071303,monalisa,240,330,-140,450,183,13:58:37:792
-207.896849,449.000013,214.327618,monalisa,240,330,-140,450,183,13:58:37:820
-207.218339,448.999997,213.298747,monalisa,240,330,-140,450,183,13:58:37:848
-207.181137,448.999991,212.278369,monalisa,240,330,-140,450,183,13:58:37:876
-207.461309,449.000005,212.333888,monalisa,240,330,-140,450,183,13:58:37:905
-207.426472,449.000019,212.307663,monalisa,240,330,-140,450,183,13:58:37:933
-207.432653,448.999998,223.033883,monalisa,240,330,-140,450,183,13:58:37:961
-207.538579,449.000004,223.161618,monalisa,240,330,-140,450,183,13:58:37:990
-207.127745,448.999999,223.134456,monalisa,240,330,-140,450,183,13:58:38:17
-207.879243,449.000017,222.108581,monalisa,240,330,-140,450,183,13:58:38:46
-208.097286,449.000012,222.125116,monalisa,240,330,-140,450,183,13:58:38:74
-208.255925,449.000006,222.268521,monalisa,240,330,-140,450,183,13:58:38:102
-208.34187,449.000009,221.044684,monalisa,240,330,-140,450,183,13:58:38:130
-207.874083,448.999985,221.509253,monalisa,240,330,-140,450,183,13:58:38:158
-208.081486,449.000004,222.207395,monalisa,240,330,-140,450,183,13:58:38:186
-207.140479,449.000007,222.710749,monalisa,240,330,-140,450,183,13:58:38:213
-207.224532,448.999997,222.82602,monalisa,240,330,-140,450,183,13:58:38:241
-207.71216,448.999981,221.96866,monalisa,240,330,-140,450,183,13:58:38:270
-207.450715,448.999997,221.21481,monalisa,240,330,-140,450,183,13:58:38:297
-207.49378,449.000012,220.999505,monalisa,240,330,-140,450,183,13:58:38:325
-207.580483,448.99999,221.034024,monalisa,240,330,-140,450,183,13:58:38:353
-205.973154,449.000008,217.091667,monalisa,240,330,-140,450,183,13:58:38:381
-205.980005,448.999981,217.212797,monalisa,240,330,-140,450,183,13:58:38:409
-206.634766,448.999987,220.06897,monalisa,240,330,-140,450,183,13:58:38:437
